[main] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: standard
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "Content-Length:14[\r][\n]"
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "cache-control:no-cache[\r][\n]"
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[\r][\n]"
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "{"value":true}"
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << HTTP/1.1 200 OK
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << Content-Length:14
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << Content-Type:application/json; charset=utf-8
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << cache-control:no-cache
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 3][route: {}->http://localhost:6810] can be kept alive indefinitely
[Forwarding isElementDisplayed on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 3][route: {}->http://localhost:6810][total kept alive: 4; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:6810][total kept alive: 4; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 3][route: {}->http://localhost:6810][total kept alive: 3; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[read] I/O error: Read timed out"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-3: set socket timeout to 10800000
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Content-Type: application/json; charset=utf-8
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Content-Length: 65
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Host: localhost:6810
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Connection: Keep-Alive
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Accept-Encoding: gzip,deflate
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Length: 65[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Host: localhost:6810[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "{"value":"*[name\u003d\u0027login\u0027]","using":"css selector"}"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "Content-Length:88[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "cache-control:no-cache[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "{"value":{"element-6066-11e4-a52e-4f735466cecf":"72498796-558c-4b28-b8f0-925dfe212f4e"}}"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << HTTP/1.1 200 OK
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << Content-Length:88
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << Content-Type:application/json; charset=utf-8
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << cache-control:no-cache
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 3][route: {}->http://localhost:6810] can be kept alive indefinitely
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 3][route: {}->http://localhost:6810][total kept alive: 4; route allocated: 1 of 2000; total allocated: 4 of 2000]
[main] INFO  com.testdemo.helpers.WaitHelper  - Element is visible[[ChromeDriver: chrome on WINDOWS (fa4a8725be61641b156bbf99d48cc4ef)] -> name: login]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:6810][total kept alive: 4; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 3][route: {}->http://localhost:6810][total kept alive: 3; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[read] I/O error: Read timed out"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-3: set socket timeout to 10800000
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Content-Type: application/json; charset=utf-8
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Content-Length: 65
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Host: localhost:6810
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Connection: Keep-Alive
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Accept-Encoding: gzip,deflate
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Length: 65[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Host: localhost:6810[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "{"value":"*[name\u003d\u0027email\u0027]","using":"css selector"}"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "Content-Length:88[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "cache-control:no-cache[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "{"value":{"element-6066-11e4-a52e-4f735466cecf":"2da7c1b3-db33-4130-b5b6-9b73c8d8d515"}}"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << HTTP/1.1 200 OK
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << Content-Length:88
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << Content-Type:application/json; charset=utf-8
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << cache-control:no-cache
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 3][route: {}->http://localhost:6810] can be kept alive indefinitely
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 3][route: {}->http://localhost:6810][total kept alive: 4; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:6810][total kept alive: 4; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 3][route: {}->http://localhost:6810][total kept alive: 3; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[read] I/O error: Read timed out"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-3: set socket timeout to 10800000
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/fa4a8725be61641b156bbf99d48cc4ef/element/2da7c1b3-db33-4130-b5b6-9b73c8d8d515/value HTTP/1.1
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> POST /session/fa4a8725be61641b156bbf99d48cc4ef/element/2da7c1b3-db33-4130-b5b6-9b73c8d8d515/value HTTP/1.1
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Content-Type: application/json; charset=utf-8
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Content-Length: 170
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Host: localhost:6810
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Connection: Keep-Alive
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Accept-Encoding: gzip,deflate
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "POST /session/fa4a8725be61641b156bbf99d48cc4ef/element/2da7c1b3-db33-4130-b5b6-9b73c8d8d515/value HTTP/1.1[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Length: 170[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Host: localhost:6810[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "{"id":"2da7c1b3-db33-4130-b5b6-9b73c8d8d515","text":"chandan@yahoo1123.com","value":["c","h","a","n","d","a","n","@","y","a","h","o","o","1","1","2","3",".","c","o","m"]}"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "Content-Length:14[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "cache-control:no-cache[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[\r][\n]"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "{"value":null}"
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << HTTP/1.1 200 OK
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << Content-Length:14
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << Content-Type:application/json; charset=utf-8
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 << cache-control:no-cache
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 3][route: {}->http://localhost:6810] can be kept alive indefinitely
[Forwarding sendKeysToElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 3][route: {}->http://localhost:6810][total kept alive: 4; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:6810][total kept alive: 4; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 3][route: {}->http://localhost:6810][total kept alive: 3; route allocated: 1 of 2000; total allocated: 4 of 2000]
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 << "[read] I/O error: Read timed out"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-3: set socket timeout to 10800000
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Content-Type: application/json; charset=utf-8
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Content-Length: 48
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Host: localhost:6810
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Connection: Keep-Alive
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.headers  - http-outgoing-3 >> Accept-Encoding: gzip,deflate
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "POST /session/fa4a8725be61641b156bbf99d48cc4ef/element HTTP/1.1[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Content-Length: 48[\r][\n]"
[Forwarding findElement on session fa4a8725be61641b156bbf99d48cc4ef to remote] DEBUG org.apache.http.wire  - http-outgoing-3 >> "Host: localhost:6810[\r][\n]"
